"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
"제주특별자치도",제주특별자치도 제주시 화삼로 145,제주특별자치도 제주시 삼양이동 2338,어린이보호,6,,삼화제3근린공원,30,,064-728-2101,33.517294,126.585912,2021-01-06
"제주특별자치도",제주특별자치도 제주시 아란5길 13,제주특별자치도 제주시 아라일동 6175,어린이보호,5,,아라초 남측 공영주차장,30,,064-728-2101,33.475330,126.543628,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 장전4길 2,제주특별자치도 제주시 애월읍 장전리 1797,어린이보호,4,,장전초 정문 서측,30,,064-728-2101,33.450870,126.388336,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하가로 215,제주특별자치도 제주시 애월읍 하가리 1598-1,어린이보호,4,,더럭초 후문 놀이터,30,,064-728-2101,33.453214,126.344745,2021-01-06
"제주특별자치도",제주특별자치도 제주시 용담로 92,제주특별자치도 제주시 용담이동 359-59,어린이보호,5,,제주서초 GS25 사거리,30,,064-728-2101,33.512007,126.512311,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연삼로 550,제주특별자치도 제주시 일도이동 115-9,어린이보호,4,,동광초 정문 동측 사거리,30,,064-728-2101,33.502325,126.547737,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 신북로 598,제주특별자치도 제주시 조천읍 함덕리 4172,어린이보호,4,,함덕2호어린이공원,30,,064-728-2101,33.539258,126.673429,2021-01-06
"제주특별자치도",제주특별자치도 제주시 북성로 9,제주특별자치도 제주시 삼도이동 17-3,어린이보호,5,,제주북초,30,,064-728-2101,33.515652,126.523224,2021-01-06
"제주특별자치도",제주특별자치도 제주시 선사로 3,제주특별자치도 제주시 삼양이동 2139-5,어린이보호,4,,삼양유치원,30,,064-728-2101,33.521859,126.586963,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼북로 136,제주특별자치도 제주시 도련이동 548,어린이보호,5,,도련초 후문,30,,064-728-2101,33.515776,126.586429,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼로 104,제주특별자치도 제주시 도련일동 2002,어린이보호,5,,도련초 정문,30,,064-728-2101,33.514238,126.584510,2021-01-06
"제주특별자치도",제주특별자치도 제주시 삼봉로 16,제주특별자치도 제주시 삼양이동 2681,어린이보호,4,,삼양초,30,,064-728-2101,33.519868,126.588052,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 납읍로2길 36,제주특별자치도 제주시 애월읍 납읍리 2787,어린이보호,4,,납읍초 후문,30,,064-728-2101,33.435859,126.329951,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 애상로 253,제주특별자치도 제주시 애월읍 하가리 1582-1,어린이보호,5,,더럭초,30,,064-728-2101,33.452737,126.346265,2021-01-06
"제주특별자치도",제주특별자치도 제주시 사평4길 31,제주특별자치도 제주시 오라이동 3827-6,어린이보호,4,,오라초,30,,064-728-2101,33.490510,126.512651,2021-01-06
"제주특별자치도",제주특별자치도 제주시 신산로11길 34-1,제주특별자치도 제주시 일도이동 442,어린이보호,5,,인화초,,,064-728-2101,33.508724,126.537225,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 금능길 119-10,제주특별자치도 제주시 한림읍 협재리 2872,어린이보호,4,,재릉초,,,064-728-2101,33.389661,126.235799,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼로1길 20,제주특별자치도 제주시 화북일동 1029,어린이보호,4,,삼화초,,,064-728-2101,33.515062,126.576385,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 중산간동로 2210,제주특별자치도 제주시 구좌읍 송당리 1272-2,어린이보호,3,,송당초 정문1,,,064-728-2101,33.471705,126.779409,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 중산간동로 2226,제주특별자치도 제주시 구좌읍 송당리 2774,어린이보호,2,,송당초 정문2,,,064-728-2101,33.472227,126.780709,2021-01-06
"제주특별자치도",제주특별자치도 제주시 태성로1길 36,제주특별자치도 제주시 일도이동 115-7,어린이보호,4,,동광초 후문입구 삼거리,,,064-728-2101,33.501653,126.546543,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하귀9길 34,제주특별자치도 제주시 애월읍 하귀1리 562,어린이보호,4,,하귀9길 54-8 앞,,,064-728-2101,33.483841,126.416262,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 곽지남2길 1,제주특별자치도 제주시 애월읍 곽지리 2495,어린이보호,4,,곽지 새마을금고 삼거리,,,064-728-2101,33.446011,126.309139,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한경면 용고로 129-10,제주특별자치도 제주시 한경면 고산리 3452-11,어린이보호,5,,자구네입구 교차로,,,064-728-2101,33.303897,126.176160,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 함와로 12,제주특별자치도 제주시 조천읍 함덕리 4171,어린이보호,5,,칠돈가사거리,,,064-728-2101,33.538768,126.674145,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 함덕22길 28,제주특별자치도 제주시 조천읍 함덕리 4172,어린이보호,4,,함덕초 동쪽입구,,,064-728-2101,33.537957,126.673232,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼북로2길 32,제주특별자치도 제주시 화북이동 120,생활방범,5,,삼화LH2단지 아파트입구,,,064-728-2101,33.514137,126.576198,2021-01-06
"제주특별자치도",제주특별자치도 제주시 비월길 30,제주특별자치도 제주시 연동 336,기타,17,,신제주초,2,,064-728-2101,33.483102,126.497147,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하귀9길 50,제주특별자치도 제주시 애월읍 하귀1리 158-1,기타,21,,하귀초,2,,064-728-2101,33.483035,126.415676,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 한림로4길 7,제주특별자치도 제주시 한림읍 한림리 1383,기타,11,,한마음초,2,,064-728-2101,33.411922,126.261340,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 곽지8길 28,제주특별자치도 제주시 애월읍 곽지리 2495,생활방범,2,,곽금초등학교후문,30,,064-728-2101,33.447172,126.308423,2021-01-06
"제주특별자치도",제주특별자치도 제주시 삼성로5길 41,제주특별자치도 제주시 일도일동 936-22,생활방범,4,,남수각방면,30,,064-728-2101,33.509599,126.527735,2021-01-06
"제주특별자치도",제주특별자치도 제주시 성화로6길 38,제주특별자치도 제주시 용담이동 606-63,생활방범,3,,아이맘어린이집앞,30,,064-728-2101,33.511196,126.509351,2021-01-06
"제주특별자치도",제주특별자치도 제주시 일주동로 398,제주특별자치도 제주시 삼양이동 1496-4,기타,1,,삼양해수욕장입구,,,064-728-2101,33.521267,126.587446,2021-01-06
"제주특별자치도",제주특별자치도 제주시 고마로9길 25,제주특별자치도 제주시 일도이동 157-25,생활방범,5,,성환사라봉 아파트,30,,064-728-2101,33.510914,126.541872,2021-01-06
"제주특별자치도",제주특별자치도 제주시 동광로23길 5,제주특별자치도 제주시 일도이동 153-5,어린이보호,4,,영락유치원2,30,,064-728-2101,33.510905,126.543414,2021-01-06
"제주특별자치도",제주특별자치도 제주시 고마로13길 40,제주특별자치도 제주시 일도이동 153-5,어린이보호,5,,영락유치원1,30,,064-728-2101,33.510783,126.542631,2021-01-06
"제주특별자치도",제주특별자치도 제주시 거로남6길 41,제주특별자치도 제주시 화북이동 3532,어린이보호,4,,마야유치원,30,,064-728-2101,33.508261,126.564475,2021-01-06
"제주특별자치도",제주특별자치도 제주시 황새왓길 21,제주특별자치도 제주시 이도이동 13-2,어린이보호,4,,제주국제대유치원,30,,064-728-2101,33.498169,126.551443,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연북로 559,제주특별자치도 제주시 이도이동 2020-5,어린이보호,4,,전원유치원,30,,064-728-2101,33.487059,126.539021,2021-01-06
"제주특별자치도",제주특별자치도 제주시 수덕로 69,제주특별자치도 제주시 노형동 2585-4,어린이보호,5,,새순유치원,30,,064-728-2101,33.484735,126.470818,2021-01-06
